type,id,OBJECTID,FID_1,assessorid,PropertyLo,ZONE_CODE,ACRES,EQUIV_ZONE,Equiv_Dens,Shape__Area,Shape__Length,Pref_Dens,Pref_CapFull,Permitted_,SB899_Cate,SB899_Den,Shape__Area_1,Shape__Length_1,DevelopableArea,Ht_Stories,FuncDenLim,MaxDenByHt,Pref_LikelyMax,SDBL_Dens,Curr_Max_Ht,geometry
Feature,68,68,7066,5737-008-064,330 N HILL AVE  PASADENA CA  91106,RM-16,0.6131730100000001,RM-16,16,3632.535156250001,249.11918565999994,32,19,16,RES,49,2518.3710937500005,253.04684102,0.42512164,2.5,70,29,19,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.12063527328398,34.1513736904138],[-118.12074692039899,34.15139118799149],[-118.12073955780698,34.151260004020195],[-118.12122013133201,34.151259523034994],[-118.12121406051702,34.151657519157695],[-118.12121310830301,34.15166455399778],[-118.12121072327601,34.15167134871759],[-118.121206975504,34.151677705571494],[-118.12120197638,34.15168343499129],[-118.121195872327,34.1516883704547],[-118.12118884300999,34.15169236476759],[-118.121181095939,34.15169530121559],[-118.12117285928598,34.15169709356399],[-118.121164374698,34.151697688287584],[-118.121095473916,34.1516978704217],[-118.12064919088299,34.1517141108354],[-118.12063527328398,34.1513736904138]]]}"
Feature,69,69,12780,5711-016-024,444 N ORANGE GROVE BLVD  PASADENA CA  91103,RM-16,1.14127004,RM-16,16,6761.20703125,349.5262314499999,32,36,16,RES,50,3341.88671875,296.4167880499999,0.56413,2.5,70,39,36,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.158762429362,34.15277334616041],[-118.15876011260697,34.152771892823004],[-118.15871790975498,34.1527224317607],[-118.158663512273,34.1526563892213],[-118.15862392531503,34.152609617699895],[-118.15852941356398,34.152497161062584],[-118.15843433767097,34.152384045624395],[-118.15893071615396,34.152103798054206],[-118.158963512747,34.1521431046271],[-118.15931767714099,34.151939515947795],[-118.15941205953499,34.1520527687671],[-118.15950601073699,34.152165582085004],[-118.15954835192998,34.15221768105639],[-118.15955085283898,34.15222166047629],[-118.159552544367,34.1522259246181],[-118.15955338159701,34.1522303612285],[-118.15955334207099,34.15223485062],[-118.15955242578899,34.15223927607891],[-118.159550658803,34.15224351940459],[-118.15954808782499,34.15224746760048],[-118.15954477933,34.152251017333896],[-118.159242285133,34.152477264026295],[-118.15898247079298,34.152656876889104],[-118.15880752209497,34.15277787566629],[-118.15880613509597,34.152778729827205],[-118.15880468251999,34.152779528233395],[-118.15880319670698,34.152780272371906],[-118.15880167675698,34.152780906487806],[-118.15880009212897,34.15278151309809],[-118.15879847336498,34.1527820371916],[-118.15879682136298,34.152782478768195],[-118.15879516936099,34.152782866077004],[-118.158793484122,34.1527831701255],[-118.15879176564499,34.15278341990629],[-118.15879004806598,34.1527835871701],[-118.15878832868997,34.15278367191709],[-118.15878657697597,34.152783674147294],[-118.15878485849797,34.1527835938607],[-118.15878313912297,34.152783458562794],[-118.15878142064598,34.1527832407481],[-118.15877973450797,34.1527829686655],[-118.15877804747197,34.15278258581709],[-118.15877646014899,34.15278214870081],[-118.15877480634997,34.1527816558299],[-118.15877321902698,34.152781081185594],[-118.15877166404299,34.152780423281094],[-118.15877014229697,34.1527797111086],[-118.15876868702699,34.152778943925014],[-118.15876729733299,34.1527780934811],[-118.158765939978,34.152777216275005],[-118.158764649099,34.1527762558086],[-118.15876339145798,34.15277524107441],[-118.158762429362,34.15277334616041]]]}"
Feature,70,70,37847,5731-005-046,570 E ORANGE GROVE BLVD  PASADENA CA  91104,RM-16,0.77198303,RM-16,16,4573.99609375,269.13460575,32,24,16,RES,50,3109.3671875000005,271.62047031000003,0.5248161199999999,2.5,70,36,24,28,,"{""type"":""Polygon"",""coordinates"":[[[-118.13860108130001,34.1571928658094],[-118.139224314478,34.15718835809749],[-118.13922579130802,34.157340890934805],[-118.139225913479,34.157354602114],[-118.13922735527501,34.15750573342981],[-118.13922866951002,34.1575208182991],[-118.13923028468099,34.157676785564995],[-118.138640239762,34.15768408602369],[-118.138634528273,34.15768389052219],[-118.13862894165,34.157682882537095],[-118.13862364698001,34.15768109180248],[-118.13861880056898,34.15767857183959],[-118.138614547944,34.157675396983706],[-118.138611013972,34.15767166164018],[-118.13860830465298,34.15766747656869],[-118.138606499938,34.1576629681388],[-118.13860565462299,34.1576582679239],[-118.13860558635099,34.15765681169719],[-118.13860424426801,34.15752532747991],[-118.138602646165,34.1573591105603],[-118.13860108130001,34.1571928658094]]]}"
Feature,71,71,8907,5747-019-049,212 S ALLEN AVE  PASADENA CA  91106,RM-32,0.6498060200000001,RM-32,32,3848.69921875,286.83091979999995,64,41,32,RES,51,1386.76953125,148.96736463,0.23414683000000003,4,100,23,23,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.11231925788199,34.14233623461091],[-118.11231595297998,34.142336237584914],[-118.112314948664,34.1420809059485],[-118.11250666890801,34.14208534457872],[-118.112612459008,34.1420870047899],[-118.11271930462799,34.14208709698249],[-118.112925953974,34.14208566799649],[-118.11293451851199,34.1420862486615],[-118.11294283421599,34.14208804939209],[-118.11295065045799,34.1420910166571],[-118.11295773457199,34.14209506123749],[-118.11296387186201,34.142100061944596],[-118.11296887907099,34.142105867850006],[-118.11297260618198,34.14211230572051],[-118.112974940903,34.142119182248905],[-118.11297581226897,34.14212629000181],[-118.11297883509998,34.1423330643826],[-118.11298083834299,34.142470456197195],[-118.112982808348,34.1426071608087],[-118.112642409738,34.1426085228723],[-118.112642786132,34.142471210835204],[-118.112643131085,34.1423346688275],[-118.11247785634397,34.1423354822021],[-118.11231925788199,34.14233623461091]]]}"
Feature,72,72,9460,5750-030-001,2670 LA TIERRA ST  PASADENA CA  91107,RM-32,0.37955201000000005,RM-32,32,2248.515625,189.75791205000002,64,24,32,RES,50,2248.515625,189.75791205000002,0.37957317000000007,4,100,37,24,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.094976497991,34.151256374700495],[-118.095419320714,34.151249019417286],[-118.095418540078,34.151317717023296],[-118.095417725306,34.15138641383019],[-118.095416911432,34.151455111324495],[-118.09541613079598,34.151523808762995],[-118.09541531692298,34.1515925061455],[-118.09498396209301,34.151599908233294],[-118.094982462805,34.151531184837495],[-118.09498096351702,34.151462489635286],[-118.094979496568,34.151393793633794],[-118.09497799728,34.1513250983198],[-118.094976497991,34.151256374700495]]]}"
Feature,73,73,8341,5747-006-040,37 S ROOSEVELT AVE  PASADENA CA  91107,RM-32,0.25833601,RM-32,32,1530.1992187499998,202.55757239,64,16,32,RES,50,1530.1992187499998,202.55757239,0.25834868000000005,4,100,25,16,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.103459238015,34.14525702154239],[-118.104203113139,34.1452515466938],[-118.10420416866,34.145382756352596],[-118.10420417674399,34.145388938966605],[-118.10346053248797,34.145394413806294],[-118.103459238015,34.14525702154239]]]}"
Feature,74,74,8571,5747-005-037,45 S SIERRA MADRE BLVD  PASADENA CA  91107,RM-32,0.369746,RM-32,32,2190.1054687499995,206.21867005,64,23,32,RES,49,2190.1054687499995,206.21867005,0.36976328,4,100,36,23,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.10186833062998,34.1450692364136],[-118.10189318431901,34.14506927061289],[-118.102526084268,34.1450704668447],[-118.10252595401201,34.1451254243444],[-118.10252721255198,34.1452628168224],[-118.102527642845,34.145290295142495],[-118.10189253304098,34.1452945968072],[-118.10187105162699,34.145294752190495],[-118.10186833062998,34.1450692364136]]]}"
Feature,75,75,29145,5838-040-007,455 E WASHINGTON BLVD  PASADENA CA  91104,RM-32,0.6605280000000001,RM-32,32,3914.734375,257.05447386000003,64,42,32,RES,51,1981.3046875,184.12743401000003,0.33432007000000014,4,100,33,33,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.141036405052,34.1690281618528],[-118.141498547842,34.169025434118105],[-118.141512351354,34.1690253523604],[-118.141515892513,34.1693984276113],[-118.14149770971301,34.16939836592161],[-118.141522820321,34.16957492595141],[-118.14118653240098,34.16957929252821],[-118.14104107269799,34.169580369493296],[-118.141037154247,34.169116755953105],[-118.141036405052,34.1690281618528]]]}"
Feature,76,76,30389,5850-015-007,1341 E WASHINGTON BLVD  PASADENA CA  91104,RM-32,0.9125369799999998,RM-32,32,5408.312500000001,310.34408977000004,64,58,32,RES,50,3537.4531250000005,253.29388427999996,0.59690428,4,100,59,58,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.12234257448196,34.16966154095591],[-118.12236571598199,34.169661490415095],[-118.12236196012599,34.1691737194473],[-118.122523949728,34.16917383167811],[-118.12268431966798,34.16917394242251],[-118.12284627692998,34.1691740524236],[-118.123009919432,34.169174160938205],[-118.12301632082699,34.1696598686515],[-118.12285499238499,34.16966041716729],[-118.12275250898396,34.1696607687229],[-118.12275389238998,34.1697699953979],[-118.12234230588597,34.169771346618006],[-118.12234257448196,34.16966154095591]]]}"
Feature,77,77,19232,5741-014-036,1280 E WASHINGTON BLVD  PASADENA CA  91104,RM-32 LD-1,1.1174000499999999,RM-32 LD-1,32,6622.3671875,326.0666815,64,71,32,RES,49,3718.070312500001,324.92979223,0.62738898,4,100,62,62,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.12360034703399,34.1687444509554],[-118.12359846147,34.16853839009551],[-118.123597034047,34.1683819278164],[-118.12378711935797,34.1683803870433],[-118.12437400490299,34.16837552539491],[-118.12437542873299,34.168532152688606],[-118.12437911631699,34.16894430217941],[-118.12414770670598,34.168946683561],[-118.1239658841,34.1689479693881],[-118.12379232689197,34.1689495212997],[-118.12361880202297,34.168950797464504],[-118.12360223978499,34.16895092456061],[-118.12360034703399,34.1687444509554]]]}"
Feature,78,78,8524,5747-006-026,34 S GRAND OAKS AVE  PASADENA CA  91107,RM-32 PK,0.21956000000000003,RM-32 PK,32,1300.51953125,169.43211141000003,64,14,32,RES,50,1300.51953125,169.43211141000003,0.21957244000000004,4,100,21,14,57,2.5,"{""type"":""Polygon"",""coordinates"":[[[-118.104203113139,34.1452515466938],[-118.104202924493,34.14523299882021],[-118.104369824286,34.1452321676304],[-118.10478297475699,34.145229969214896],[-118.104784219822,34.1453797274961],[-118.10420416866,34.145382756352596],[-118.104203113139,34.1452515466938]]]}"
Feature,79,79,6633,5735-015-023,1147 CORDOVA ST  PASADENA CA  91106,RM-48,0.67046201,RM-48,48,3971.171875,390.30788785000004,87,58,48,RES,51,3971.171875,390.30788785000004,0.67049632,5,125,83,58,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.126449699809,34.1434950447016],[-118.126297643778,34.143496110847295],[-118.126262942757,34.143496366603195],[-118.12607106261198,34.14349772121769],[-118.12606949595,34.1433795641014],[-118.12629657298598,34.1433780630198],[-118.126494864407,34.143376729220805],[-118.126560630967,34.143376275699296],[-118.12655984853399,34.143274632562594],[-118.12655812826098,34.1430546949328],[-118.12669035488098,34.143053897178106],[-118.12688864540299,34.1430526994309],[-118.12689251893897,34.1434924373287],[-118.12682311689598,34.1434928127845],[-118.12682560253499,34.143823928422705],[-118.12663887692297,34.1438250034859],[-118.12663635894499,34.14349369529139],[-118.12649593519899,34.1434950238843],[-118.126449699809,34.1434950447016]]]}"
Feature,80,80,6148,5734-010-060,280 S LOS ROBLES AVE  PASADENA CA  91101,RM-48,1.13144004,RM-48,48,6701.128906250001,327.80344701,87,98,48,RES,50,3446.578125,240.9150964,0.5819534399999999,5,125,72,72,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.14058573285098,34.1408857163619],[-118.140585625053,34.140841750983896],[-118.140584556057,34.1406576445535],[-118.140584907299,34.140512968666904],[-118.141212578154,34.140509571601896],[-118.14121777490801,34.140509885360096],[-118.141222847694,34.1405108749626],[-118.14122766985102,34.1405125166171],[-118.141232121003,34.1405147679441],[-118.141236091557,34.1405175739241],[-118.14123948090003,34.1405208639245],[-118.14124220549,34.140524556903294],[-118.141244197954,34.140528559922494],[-118.141245407086,34.1405327740965],[-118.14124580414202,34.14053709384749],[-118.141246102382,34.140654564969395],[-118.14124657848899,34.140838644640596],[-118.14124982500101,34.141184040620594],[-118.14058715667997,34.141191969272896],[-118.14058573285098,34.1408857163619]]]}"
Feature,81,81,39273,5736-003-032,225 S HILL AVE  PASADENA CA  91106,RM-48,1.1685199700000002,RM-48,48,6920.953125,335.90932319,87,101,48, ,100,4997.1484375,347.65975232000005,0.8437422900000001,5,125,105,101,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.12210522341499,34.14176823323319],[-118.122105244076,34.14177057746309],[-118.12210563304599,34.14181786130379],[-118.12210621156098,34.141845016582195],[-118.12210657088798,34.14188857326158],[-118.12210681433098,34.141918008059505],[-118.12210703980799,34.14194548598049],[-118.12210745662597,34.14199612063229],[-118.12210870258997,34.1421472519214],[-118.12211017852198,34.142298383683595],[-118.12211171823398,34.14244992706659],[-118.122112688415,34.1425456894852],[-118.12148473818299,34.142549399475605],[-118.121479420157,34.142549254496],[-118.121474199148,34.1425484017187],[-118.121469210804,34.1425468641916],[-118.12146458268299,34.14254468131949],[-118.12146043605999,34.1425419088635],[-118.12145687783298,34.142538619685304],[-118.12145400052898,34.1425348985422],[-118.12145187780999,34.14253084208701],[-118.12145056537202,34.1425265551512],[-118.12145009645097,34.14252214851401],[-118.121449633819,34.1424538638244],[-118.12144858817999,34.142302732340404],[-118.121447509303,34.142151600586004],[-118.12144698648298,34.1420760873951],[-118.12144646366399,34.1420004685612],[-118.12144611062597,34.141949633169496],[-118.121446511275,34.14194520568459],[-118.12144776442499,34.141940890466394],[-118.12144983773598,34.1419367982952],[-118.12145267551399,34.1419330377205],[-118.121456204995,34.141929706139706],[-118.12146033454998,34.14192689128459],[-118.12146495458599,34.14192466527399],[-118.121469945626,34.14192308684359],[-118.12178055699998,34.1418469935254],[-118.12180712018298,34.14184054894319],[-118.121866848268,34.14182606052739],[-118.122104583814,34.141768388623],[-118.12210522341499,34.14176823323319]]]}"
Feature,82,82,37925,5731-019-100,434 MAPLE WAY  PASADENA CA  91101,RM-48 HL-36,8.343839650000001,RM-48 HL-36,48,49431.93359375,1238.60064449,87,725,0,COMM,39,22504.199218749996,704.3291253999998,3.79875103,5,125,474,474,86,,"{""type"":""Polygon"",""coordinates"":[[[-118.13478019156199,34.153255637197],[-118.134803303418,34.153255487775496],[-118.13482649791801,34.15325533612371],[-118.134825383109,34.15311761617181],[-118.134824926765,34.1531176198888],[-118.13480212842097,34.1531177566729],[-118.13469264445,34.1531184234955],[-118.13469422189101,34.153256144932904],[-118.13458514665298,34.1532568162148],[-118.13353712173699,34.1532638925516],[-118.13287600660297,34.153268351409196],[-118.132594432372,34.1532702544894],[-118.132590790602,34.1529954433201],[-118.13258813967397,34.1527206595058],[-118.13258713715396,34.15248464522139],[-118.13258832113398,34.152477849823704],[-118.13259084809398,34.152471311640994],[-118.132594646171,34.1524652142927],[-118.132599610262,34.1524597257868],[-118.132605602025,34.152455000006704],[-118.13261245617,34.15245116704719],[-118.132619980459,34.152448335444596],[-118.13262796648199,34.15244658176879],[-118.13263619235498,34.152445956571206],[-118.13352912762899,34.1524397529151],[-118.134555429485,34.15243262447141],[-118.13457250286498,34.1524325144485],[-118.13457575656298,34.152432492146595],[-118.13457798348699,34.152432478022],[-118.134687670478,34.152431790378806],[-118.13479599741999,34.1524311287545],[-118.134819879131,34.1524309837919],[-118.13583292724398,34.15242438167329],[-118.13583413996898,34.15262154029209],[-118.13583476250199,34.1526991664516],[-118.13583705949397,34.1529739518228],[-118.13583820843897,34.15311134417301],[-118.135839324147,34.1532487362998],[-118.13584162203699,34.153523520626194],[-118.13585504286799,34.153748982610594],[-118.13519431401,34.15376910905359],[-118.135029084185,34.15377022785],[-118.135029503698,34.15382515738819],[-118.13503079457699,34.1539900283042],[-118.13503226332199,34.154182927402495],[-118.134833946749,34.15418474274289],[-118.134787640392,34.154185179108595],[-118.134787422102,34.154157700708396],[-118.13478610606998,34.153992169994495],[-118.134784775665,34.153827326588],[-118.13478366804202,34.1536899071537],[-118.13478238614599,34.1535302847175],[-118.134781271337,34.15339267226209],[-118.13478019156199,34.153255637197]]]}"
Feature,83,83,6977,5736-011-022,249 S SIERRA BONITA AVE  PASADENA CA  91106,RS-6,0.20649600000000004,RS-6,6,1223.0234374999998,156.97755812999998,32,6,6,RES,48,1223.0234374999998,156.97755812999998,0.20650674000000002,2.5,70,14,6,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.11731245355699,34.1415357087911],[-118.11782482834101,34.141532490205705],[-118.117825346669,34.14157233403911],[-118.11782683697399,34.14169186468319],[-118.117314230425,34.14169508326258],[-118.117312906308,34.141575552622996],[-118.11731245355699,34.1415357087911]]]}"
Feature,84,84,7071,5736-011-019,1590 E DEL MAR BLVD  PASADENA CA  91106,RS-6,0.13846099000000003,RS-6,6,820.0820312500001,141.33297285000003,32,4,6,RES,51,820.0820312500001,141.33297285000003,0.13846782000000002,2.5,70,9,4,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.117314230425,34.14169508326258],[-118.11782683697399,34.14169186468319],[-118.11782710018,34.141714534512595],[-118.11782817815899,34.1417990301496],[-118.117348949412,34.14180229928229],[-118.11734325589,34.141801877722486],[-118.11733773484399,34.14180064724389],[-118.11733255066699,34.141798645020906],[-118.11732785876599,34.141795929045905],[-118.11732380017801,34.14179258258981],[-118.11732049527602,34.141788704537],[-118.117318042875,34.14178441087219],[-118.11731651663699,34.1417798302192],[-118.11731596237702,34.14177510012421],[-118.11731446129203,34.14171775309109],[-118.117314230425,34.14169508326258]]]}"
Feature,85,85,13062,5727-013-021,1106 LINCOLN AVE  PASADENA CA  91103,RS-6,0.24835700000000002,RS-6,6,1471.72265625,158.61703264,32,7,6,RES,48,1471.72265625,158.61703264,0.24837083000000001,2.5,70,17,7,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.15957704861098,34.1634553192575],[-118.15959000860599,34.163432671615496],[-118.15959006250499,34.16343257721619],[-118.15963411229298,34.163355386091915],[-118.15969051661199,34.16325655363949],[-118.160094147635,34.163416083360396],[-118.160037743317,34.16351491636941],[-118.159979687895,34.1636144665468],[-118.15957704861098,34.1634553192575]]]}"
Feature,86,86,14679,5728-004-052,135 GLORIETA ST  PASADENA CA  91103,RS-6,0.9085199799999999,RS-6,6,5383.722656250001,290.45624051,32,29,6,RES,50,3570.5468749999995,293.53816259999996,0.6025684,2.5,70,42,29,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.152897601062,34.16344823188191],[-118.15289298192499,34.1630730505673],[-118.15311001220199,34.16306257369129],[-118.15349016126399,34.163060992682595],[-118.15349809787998,34.16306131825],[-118.15350587010398,34.16306269262],[-118.15351327851,34.1630650808573],[-118.15352013355397,34.1630684220108],[-118.153526259166,34.163072629857005],[-118.15353149814,34.163077595873595],[-118.15353571573098,34.1630831944418],[-118.15353880503699,34.1630892798738],[-118.15354068521101,34.16309569830581],[-118.15354130953999,34.1631022832374],[-118.15354689256897,34.1636183852223],[-118.15290079996299,34.1636209072378],[-118.152897601062,34.16344823188191]]]}"
Feature,87,87,16502,5730-023-019,920 N EL MOLINO AVE  PASADENA CA  91104,RS-6,0.21631700000000004,RS-6,6,1281.80078125,159.0619402,32,6,6,RES,51,1281.80078125,159.0619402,0.21632918000000004,2.5,70,15,6,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.136436223212,34.161629075782585],[-118.13694862045298,34.161625831203395],[-118.136950018232,34.16179276297011],[-118.13643709098498,34.161796035788804],[-118.136436223212,34.161629075782585]]]}"
Feature,88,88,12817,5727-003-046,1141 LINCOLN AVE  PASADENA CA  91103,RS-6,0.20825499000000003,RS-6,6,1234.15625,172.10503301999998,32,6,6,RES,48,1234.15625,172.10503301999998,0.20826543000000006,2.5,70,14,6,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.15968150471299,34.165788978688404],[-118.159680415955,34.1656516136547],[-118.160286350275,34.165730692843006],[-118.16027603312398,34.1658666982893],[-118.15968150471299,34.165788978688404]]]}"
Feature,89,89,24007,5752-011-026,425 SIERRA MADRE VILLA AVE  PASADENA CA  91107,RS-6,1.15637004,RS-6,6,6850.91015625,371.2201344299999,32,37,6,RES,50,3343.64453125,233.69170682,0.5643993100000001,2.5,70,39,37,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.08270110497398,34.15348119505039],[-118.082682845817,34.15363407133819],[-118.082665864963,34.1537762581994],[-118.08264888411,34.1539184165725],[-118.08263190325599,34.15406057619309],[-118.082614922402,34.154202734831],[-118.08259784273397,34.154345580857296],[-118.08258089421899,34.15448762973858],[-118.08212466234401,34.15448953427809],[-118.08214161085898,34.154347375379494],[-118.082158559373,34.154205216985105],[-118.08217550788798,34.154063057607885],[-118.0821924573,34.153920871229595],[-118.08220940581502,34.153778712860706],[-118.082226354329,34.153636553508996],[-118.082239927873,34.153524596309296],[-118.082241444229,34.1535180790225],[-118.08224418768398,34.15351184570971],[-118.082248088169,34.153506053969195],[-118.08225304597102,34.153500850992096],[-118.08225893622499,34.15349636984519],[-118.08226560801202,34.1534927235236],[-118.08227289155298,34.15349000569429],[-118.08228060269099,34.153488284005995],[-118.08228854559499,34.15348760454859],[-118.08270110497398,34.15348119505039]]]}"
Feature,90,90,20996,5744-006-022,,RS-6,0.00631334,RS-6,6,37.41406249999999,27.57444445,0,0,6,RES,0,37.41406249999999,27.57444445,0.0063146999999999995,,,,0,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.10430872986399,34.15988788285439],[-118.10439920368799,34.159887117221984],[-118.104399566607,34.1599147335043],[-118.10430906134202,34.159915470889906],[-118.10430872986399,34.15988788285439]]]}"
Feature,91,91,22564,5750-007-038,2540 E ORANGE GROVE BLVD  PASADENA CA  91107,RS-6,1.4975500099999999,RS-6,6,8873.06640625,375.16610285999997,32,47,6,RES,27,8873.06640625,375.16610285999997,1.4976284999999998,2.5,70,104,47,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.09754262094002,34.157569682612184],[-118.09754579918001,34.1574322863648],[-118.097559020584,34.157432055925],[-118.09775737668397,34.1574289278911],[-118.09795569954602,34.157425772352994],[-118.09816063311001,34.157422528355596],[-118.09835465933001,34.1574194025514],[-118.09833885347197,34.158116660675105],[-118.098337949767,34.15812372917121],[-118.09833559977399,34.1581305642555],[-118.09833187176598,34.1581369622506],[-118.09832687892899,34.158142732859815],[-118.098320766792,34.158147705113095],[-118.098313719509,34.1581517303411],[-118.09830594459,34.1581546903516],[-118.098297673801,34.158156496686495],[-118.09828915328099,34.1581570950813],[-118.09752889917401,34.15816117234319],[-118.09754262094002,34.157569682612184]]]}"
Feature,92,92,20398,5743-027-019,1041 N ALTADENA DR  PASADENA CA  91107,RS-6,0.27376899000000005,RS-6,6,1622.3203124999998,190.61317333999997,32,8,6,RES,51,1622.3203124999998,190.61317333999997,0.27378214,2.5,70,19,8,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.09897233283397,34.16390983843491],[-118.098975045746,34.163744689567395],[-118.099181058187,34.163745290152505],[-118.09938601151399,34.16374591898301],[-118.099632286446,34.1637466503887],[-118.09962974960303,34.1638366176999],[-118.09962851621701,34.1639114982171],[-118.09897233283397,34.16390983843491]]]}"
Feature,93,93,26843,5825-010-022,1993 GLEN AVE  PASADENA CA  91103,RS-6,2.7229099299999997,RS-6,6,16141.808593749998,710.57298704,32,87,6,RES,32,7352.80859375,366.5973569699999,1.2403792499999997,2.5,70,86,86,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.155729984661,34.18028400074679],[-118.15572865695097,34.180121878085906],[-118.15529883644396,34.18012399681871],[-118.155297421597,34.180003092226194],[-118.155727241206,34.180000973490294],[-118.15572589463198,34.17986358179549],[-118.15572454176899,34.1797234416795],[-118.15572481485698,34.1795860473032],[-118.15590666082,34.179584961547995],[-118.15590111641797,34.1790766117742],[-118.15640204935899,34.17907390442961],[-118.156406745752,34.17999303436171],[-118.15662496360201,34.1799926702155],[-118.15684483255596,34.179991615678],[-118.15684451904399,34.1801413747356],[-118.15684585573699,34.18028975869469],[-118.15684555929299,34.18043124669],[-118.156759595012,34.1804318256051],[-118.15658105395097,34.180432935873505],[-118.15640251288997,34.180434046884905],[-118.156204101095,34.180435814099205],[-118.156025560034,34.1804369243676],[-118.15584701987098,34.180438748061206],[-118.15573129889597,34.180439254147394],[-118.155729984661,34.18028400074679]]]}"
Feature,94,94,29264,5848-009-016,1798 FISKE AVE  PASADENA CA  91104,RS-6,0.98519599,RS-6,6,5839.984374999999,378.96724233000003,32,31,6,RES,41,5839.984374999999,378.96724233000003,0.9852525899999999,2.5,70,68,31,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.13301081498098,34.176996112645995],[-118.133009180946,34.1768209378284],[-118.13300711122699,34.1766011098587],[-118.13300581046698,34.17646921369389],[-118.13327076676299,34.176467712457196],[-118.13327346889601,34.1767313953375],[-118.13375974223,34.176728742913404],[-118.13376251083798,34.176991849012],[-118.13376512134201,34.17723915429249],[-118.13333670490199,34.17724188101859],[-118.133257355814,34.17724243543049],[-118.13328271615298,34.17699449399609],[-118.13301081498098,34.176996112645995]]]}"
Feature,95,95,29461,5848-030-019,980 E RIO GRANDE ST  PASADENA CA  91104,RS-6 LD-16,0.6599100200000001,RS-6 LD-16,6,3911.1640625,277.95783893999993,32,21,6,RES,50,2248.30078125,191.64618069999997,0.3793646800000001,2.5,70,26,21,10,,"{""type"":""Polygon"",""coordinates"":[[[-118.13030230636498,34.170241683639695],[-118.13030120862398,34.1701077261862],[-118.13030119424998,34.170104978418905],[-118.130300098306,34.1699710207484],[-118.130449592342,34.169970392707505],[-118.130450929934,34.1701072899029],[-118.13089276720399,34.17010527422931],[-118.13089337805899,34.170241980193],[-118.13089462671701,34.170511929449304],[-118.13030448567801,34.1705157816564],[-118.13030337895299,34.1703783893824],[-118.13030184822398,34.17024511890081],[-118.13030230636498,34.170241683639695]]]}"
